text,intent;
I was wrongfully charged one pound.,extra_charge_on_statement;
Why is there an extra fee charged?,extra_charge_on_statement;
I just checked my statement and saw a $1 charge\, why is it there?,extra_charge_on_statement;
There is an odd 1£ charge that appears as pending on my statement. Whats the reason for that? I havent purchased anything for a pound.,extra_charge_on_statement;
Why have I been charged an extra pound?,extra_charge_on_statement;
I think I may have been charged $1 extra on my app.  Could you provide some insight as to why this may have happened?,extra_charge_on_statement;
Why do I see an extra €1 charge on my statement?,extra_charge_on_statement;
Is the 1 pound charge I can see an error or an incorrect entry?,extra_charge_on_statement;
Why did I get a $1 extra fee on the statement?,extra_charge_on_statement;
Why was I charged $1 in a transaction?,extra_charge_on_statement;
why is there a service fee on my statement?,extra_charge_on_statement;
My statement shows a 1£ purchase pending. I do not remember making this purchase\, please let me know what this is about.,extra_charge_on_statement;
I am seeing and extra 1$ charged to my account and wanted to know about it.,extra_charge_on_statement;
Why did you charge me extra?,extra_charge_on_statement;
An extra pound was charged!,extra_charge_on_statement;
I got billed an extra pound!,extra_charge_on_statement;
Why do I see an extra fee on my statement?,extra_charge_on_statement;
There must have been a mistake\, why was I charged an extra pound?,extra_charge_on_statement;
When I look at my statement there is an extra fee\, that is for what?,extra_charge_on_statement;
There is an extra small charge on my card! What do I do?,extra_charge_on_statement;
I looked at my statement\, and there is a charge for 1£ that I dont recognize.  Why is it on there?,extra_charge_on_statement;
I got a €1 extra fee in my statement,extra_charge_on_statement;
What is the extra fee on my statement?,extra_charge_on_statement;
Why have I been charged an extra £1?,extra_charge_on_statement;
In my statement\, I got a €1 extra fee.,extra_charge_on_statement;
Why is there a charge for $1 on my account?,extra_charge_on_statement;
On my statement\, there is a strange 1£ charge that appears as pending. Whats causing that? I havent purchased anything thats just a pound.,extra_charge_on_statement;
what was the $1 fee i got,extra_charge_on_statement;
I see a charge of 1L I do not recognize on my statement,extra_charge_on_statement;
I was overcharged one extra pound!,extra_charge_on_statement;
I noticed an extra pound charge?,extra_charge_on_statement;
I have been charged an extra pound!,extra_charge_on_statement;
Why does my statement show a $1 charge on my account?,extra_charge_on_statement;
Why has my card been charged an extra pound?,extra_charge_on_statement;
Why does my statement have an extra fee?,extra_charge_on_statement;
There is a  €1 fee on my account I didnt authorize,extra_charge_on_statement;
I was made to pay an additional pound!,extra_charge_on_statement;
I was charged an extra pound for no reason. Why is that?,extra_charge_on_statement;
It appears I have a fee in my statement.,extra_charge_on_statement;
When did I get a $1 extra fee on my statement?,extra_charge_on_statement;
What is this fee debit on my account?,extra_charge_on_statement;
I was charged an extra dollar on my account and would like to know the reason.,extra_charge_on_statement;
What is this extra €1 fee about?,extra_charge_on_statement;
I was overcharged a pound.,extra_charge_on_statement;
Why do i have an extra fee on my statement?,extra_charge_on_statement;
What was the $1 charge for on my statement?,extra_charge_on_statement;
I had a dollar charged to my account thats still pending and wanted to know what the charge is for?,extra_charge_on_statement;
I was charged extra or a hidden fee when I purchased something from you. Whats the deal? I didnt authorize that charge.,extra_charge_on_statement;
What am I being charged an extra pound when I havent bought something worth that much?,extra_charge_on_statement;
why was i charged a small amount,extra_charge_on_statement;
Do you also have this extra fee on your statement?,extra_charge_on_statement;
Why did I get charged one pound seemingly randomly?,extra_charge_on_statement;
Why was I charged an extra pound?,extra_charge_on_statement;
I am being charged a pound out of nowhere. What is this?,extra_charge_on_statement;
A pending charge of 1L appears on my statement.  Please explain as I have not made a purchase for that amount,extra_charge_on_statement;
Why did you guys charge me an extra €1?,extra_charge_on_statement;
Why was I charged more than I should have been?,extra_charge_on_statement;
What is the fee on my statement for?,extra_charge_on_statement;
Hello\, there seems to be a billing mistake associated with my account.  My app was charged $1 more than it should have.  Could you please explain why this may have happened?,extra_charge_on_statement;
Why is there a pending hold on one pound on my statement?,extra_charge_on_statement;
I need some help figuring out what this strange payment is on my account. Its stays pending and wont go away.,extra_charge_on_statement;
What is this $1 charge on my account?,extra_charge_on_statement;
There is a 1£ charge that appears as pending on my statement. What is that? I havent purchased anything for a pound there.,extra_charge_on_statement;
Why did a transaction I made charge me $1?,extra_charge_on_statement;
There seems to be an additional charge of £1 on my statement\, what is the reason for this?,extra_charge_on_statement;
I still have not received an answer as to why I was charged $1.00 in a transaction?,extra_charge_on_statement;
Why does my statement show an extra fee?,extra_charge_on_statement;
Theres an extra fee on my statement\, why is that?,extra_charge_on_statement;
There is some odd 1£ charge that appears as pending on my statement. Whats that about? Pretty sure I havent purchased anything for a pound there.,extra_charge_on_statement;
There is a pending payment on my account that is very strange. I dont remember making this and it wont go away. Can you help me figure this out?,extra_charge_on_statement;
Can you tell me about why the account I have was charged an extra 1$,extra_charge_on_statement;
why does my statement contain an extra fee?,extra_charge_on_statement;
Can you tell me why I was charged $1 for a transaction?,extra_charge_on_statement;
Why is there an extra €1 fee in my statement?,extra_charge_on_statement;
There is an extra charge on my account I didnt authorise\, its just £1\, what is it?,extra_charge_on_statement;
What is the dollar that I have pending on my statement there?,extra_charge_on_statement;
I see an extra $1  charge on my statement\, why is this?,extra_charge_on_statement;
Can you please explain to me why there is an extra €1 fee in my statement?,extra_charge_on_statement;
There is an unexplained $1 charge on my statement\, can you please explain this to me?,extra_charge_on_statement;
How can I find out about an extra fee on my statement?,extra_charge_on_statement;
Hello\, I see that I have been charged an extra $1 on my app.  Could you please provide me with a reason for this charge?,extra_charge_on_statement;
In my statement\, there was an extra €1 fee,extra_charge_on_statement;
Is there a reason theres an extra fee on my statement?,extra_charge_on_statement;
What is this extra fee on my statement.,extra_charge_on_statement;
What does the €1 fee mean?,extra_charge_on_statement;
Theres a €1 fee on my statement\, why?,extra_charge_on_statement;
Why was I charged an additional $1?,extra_charge_on_statement;
I checked my statement and am being charged one pound. Where did this charge come from?,extra_charge_on_statement;
I do not know why I was charged for the $1 transaction.,extra_charge_on_statement;
I wanted to know about a pending dollar that is on my statement.,extra_charge_on_statement;
Im pretty frustrated about a pound charge that keeps  showing up in my account statement. Its listed in the app as \pending\\, it never changes\, and now Im thinking someones hacked my account!,extra_charge_on_statement;
How come there is a $1 extra charge on my statement?,extra_charge_on_statement;
I was charged an extra pound.,extra_charge_on_statement;
There is a charge for an additional pound.,extra_charge_on_statement;
There is a strange 1£ charge that appears as pending on my statement. Whats the cause for that? I havent purchased anything for a pound.,extra_charge_on_statement;
I need to know what these extra charges are on my statement?,extra_charge_on_statement;
How come there is an extra fee on my statement?,extra_charge_on_statement;
Why is there an extra charge of 1 dollar on my statement?,extra_charge_on_statement;
I checked my statement and saw a charge of one pound\, where is this charge coming from?,extra_charge_on_statement;
I dont understand why there is an extra €1 fee in my statement.,extra_charge_on_statement;
Why was I charged extra on my app?,extra_charge_on_statement;
Why was my account assessed a fee?,extra_charge_on_statement;
There is an extra 1£ charge on my app. Why did you charge me extra?,extra_charge_on_statement;
Why im I being charged an extra pound,extra_charge_on_statement;
The $1.00 has still not been reverted as indicated in the previous email.,extra_charge_on_statement;
My statement shows and extra 1$ that was charged to it and I would like to know why.,extra_charge_on_statement;
There is an extra $1 charge on my statement\, why is that?,extra_charge_on_statement;
Is the 1 pound charge going to be reimbursed on my card?,extra_charge_on_statement;
I  see an extra 1£ charge on my app. Why did It charge me extra?,extra_charge_on_statement;
Why is there a fee added to my statement?,extra_charge_on_statement;
Why would there be an extra charge on my app?,extra_charge_on_statement;
There is a charge for 1£ on my statement.  I do not think that I bought anything that costed 1£.  What is going on?,extra_charge_on_statement;
Why does my transaction have an added fee?,extra_charge_on_statement;
There is  an extra 1£ charge on my app. Why did it charge me extra?,extra_charge_on_statement;
Why is there an additional fee showing on the statement I received?,extra_charge_on_statement;
How come I was charged a transaction of $1?,extra_charge_on_statement;
Please explain the charge of 1L in error.  I have purchased nothing in this amount.,extra_charge_on_statement;
Where did the  €1 fee in my statement come from,extra_charge_on_statement;
What is this random charge of one pound doing on my account?,extra_charge_on_statement;
I had to pay one pound more than the set price!,extra_charge_on_statement;
My statement is showing an extra £1 charge and I am unsure why. Is there an explanation for this?,extra_charge_on_statement;
Do I have a $1 extra fee on the statement?,extra_charge_on_statement;
Why is it showing that my account has been charged a dollar that is showing as pending?,extra_charge_on_statement;
I do not understand why there is a pending 1£ charge on my statement\, I do not recall making this transaction. Can you please tell me what this is about?,extra_charge_on_statement;
My statement shows an extra fee - what is it?,extra_charge_on_statement;
What is this €1 charge?,extra_charge_on_statement;
How long will the $1 charge show as pending?,extra_charge_on_statement;
Ive been charged an extra £1 and I dont know what its for,extra_charge_on_statement;
I was overcharged an additional pound.,extra_charge_on_statement;
Ive been charged an extra £1 and I dont know why,extra_charge_on_statement;
My statement is showing I was Charged a dollar and I am not sure why.,extra_charge_on_statement;
Why is there a €1 charge on my statement?,extra_charge_on_statement;
An extra fee of €1 was in my statement,extra_charge_on_statement;
I would like to know why a withdraw I made for some cash shows up as pending.,pending_cash_withdrawal;
Why is my cash withdrawal still showing as pending?,pending_cash_withdrawal;
I have the cash already\, my account still shows up as pending.  How can my account be still pending?,pending_cash_withdrawal;
I tried to get cash out of the ATM but it is taking too long,pending_cash_withdrawal;
Why is the cash withdrawal under pending?,pending_cash_withdrawal;
What does it mean if my cash withdrawal does not show up properly?,pending_cash_withdrawal;
Hello\, I have a pending transaction in my account due to an ATM machine that wasnt working. In any case if the transaction goes through\, after how long can I get my money back?,pending_cash_withdrawal;
Why is my ATM withdrawal still pending?,pending_cash_withdrawal;
Is the cash withdrawal going to show?,pending_cash_withdrawal;
Cash withdrawal has been pending\, why is it so?,pending_cash_withdrawal;
My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? Ive got the cash already.,pending_cash_withdrawal;
How long does it take to verify a cash withdraw?,pending_cash_withdrawal;
The transaction for the cash I pulled out of the ATM earlier is pending in the app\, but how if I already have the cash?,pending_cash_withdrawal;
Why has my withdrawal not posted?,pending_cash_withdrawal;
When I used one of the ATMs in the city centre today\, I tried to take out some money\, but for whatever reason\, the machine declined my card. Just checked it out in my account and that amount is still showing as pending! Is there any way that you can cancel this transaction\, because I did not receive any money whatsoever from the ATM,pending_cash_withdrawal;
Why is the cash withdraw I made shown as pending?,pending_cash_withdrawal;
Hello. I looked at my account and see that a transaction I tried to do is pending\, but I did not complete that transaction. When I was at the ATM\, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money.,pending_cash_withdrawal;
Should my cash withdrawal still be pending?,pending_cash_withdrawal;
Hey\, I tried to withdraw some cash earlier and its saying its pending? Will I be charged for this?,pending_cash_withdrawal;
There should be a cash withdrawal that I havent seen yet.,pending_cash_withdrawal;
Why is the app showing a still pending message on a withdraw that has already been done?,pending_cash_withdrawal;
Why is my cash withdrawal still pending?,pending_cash_withdrawal;
If my cash withdrawal is still not showing\, is something wrong?,pending_cash_withdrawal;
I noticed on my online statement that an ATM withdrawal I made early is still pending.  Is this accurate?,pending_cash_withdrawal;
I made a cash withdrawal at an ATM but it still says pending in my account.,pending_cash_withdrawal;
I tried to get cash at some ATM in the city centre earlier but the machine declined my card. Ive seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money!,pending_cash_withdrawal;
Why hasnt my withdrawal shown on my statement?,pending_cash_withdrawal;
I have withdrawn cash from the ATM but it is showing in my account as a pending transation. Why is this?,pending_cash_withdrawal;
I made a cash withdrawal earlier and its showing as pending.  What does that mean?,pending_cash_withdrawal;
I tried to withdraw cash at an ATM in the city center but my card was declined. The transaction is still showing up as pending - please cancel it!,pending_cash_withdrawal;
How long does it take for a cash withdrawal to show?,pending_cash_withdrawal;
I tried to access money earlier but the machine seems not to be working. After looking\, the transaction actually shows to still being process. Can you find out what is going on here? I dont want to be charged for some money I never got.,pending_cash_withdrawal;
Why is my cash withdrawal pending?,pending_cash_withdrawal;
I withdrew cash but it still shows as pending?,pending_cash_withdrawal;
Hi there\, earlier today I tried to take money out of an ATM machine\, and something wasnt working.  I didnt actually receive the money\, but I just checked and it says that the transaction is still pending.  Can you tell me whats going on here? Am I still being charged for the withdrawal even though I didnt end up getting any money?,pending_cash_withdrawal;
I got some cash in the ATM but its still pending,pending_cash_withdrawal;
So much time has gone by\, the pending status shouldnt still be there shouldnt it?,pending_cash_withdrawal;
Do you know when the withdrawal will show?,pending_cash_withdrawal;
How long will my cash withdrawal take,pending_cash_withdrawal;
Why do I still have a pending cash withdrawal?,pending_cash_withdrawal;
I have a withdrawal waiting to go through.,pending_cash_withdrawal;
How long does it take for a pending cash withdrawal?,pending_cash_withdrawal;
I took out some cash from the ATM but it is still showing the transaction is pending.,pending_cash_withdrawal;
How are cash withdrawals pending?,pending_cash_withdrawal;
I went to an ATM to get cash\, but the app says the withdrawal is still pending. How is that possible when I already have the cash with me?,pending_cash_withdrawal;
My cash withdrawal isnt showing on my account,pending_cash_withdrawal;
What does pending mean on a cash withdrawal?,pending_cash_withdrawal;
Im expecting to see a cash withdrawal but Im still waiting.,pending_cash_withdrawal;
So earlier I went to an ATM and got cash. But when I checked the app\, it states that the withdrawal is pending. How can that be when I have the cash on me?,pending_cash_withdrawal;
How long does it take for cash withdrawals to hit my account?,pending_cash_withdrawal;
Can you explain to me why a cash withdrawal shows up as pending?,pending_cash_withdrawal;
The machine didnt work earlier when I went to get money out and now my account says transaction in progress.Why?,pending_cash_withdrawal;
I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending\, I already received the cash?,pending_cash_withdrawal;
I made a deposit in the ATM and it has not cleared,pending_cash_withdrawal;
withdrawal pending meaning?,pending_cash_withdrawal;
What does it mean to have a pending cash withdrawal?,pending_cash_withdrawal;
I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check whats going on.I dont want to be charged for money that I did not received.,pending_cash_withdrawal;
My account says there are pending funds right now from withdrawing from an ATM\, but my card was declined and I never took out any money. When will that money be deposited back into my account?,pending_cash_withdrawal;
How long before I can see that my cash withdrawal has taken place?,pending_cash_withdrawal;
My cash withdrawal shows pending\, why?,pending_cash_withdrawal;
My account says I have money but I withdrew it in cash.,pending_cash_withdrawal;
How do I get my cash withdrawal to show?,pending_cash_withdrawal;
I didnt receive my money earlier and it says the transaction is still in progress. Can you fix it?,pending_cash_withdrawal;
Hello. I have a transaction in my account listed as pending. I tried to use an ATM at the city centre\, but the machine declined my card\, and I did not receive the money. Why is the transaction still pending if I did not receive the money.,pending_cash_withdrawal;
How long does it typically take for a pending ATM withdrawal to clear?,pending_cash_withdrawal;
My cash withdrawal shows as pending still.,pending_cash_withdrawal;
i withdrew cash and dont see it reflected on the balance,pending_cash_withdrawal;
When will my cash withdrawal show/,pending_cash_withdrawal;
Hello\, Im having trouble with my card\, I dont understand whats happening\, I tried using the ATM machine earlier but it wasnt working but seems like the transactions is still in progress\, can you cancel it for me?,pending_cash_withdrawal;
Looking at my account Ive noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I dont want to be charged for money I never actually received.,pending_cash_withdrawal;
What is a pending cash withdrawal?,pending_cash_withdrawal;
When will a cash withdrawal show up?,pending_cash_withdrawal;
Hi\, I tried to withdraw some money from an ATM and the machine was broken.  It says that the transaction is still in progress.  Can you double check to see whats happening? I dont want to be charged since I was not able to withdraw the money.,pending_cash_withdrawal;
My ATM withdrawal is taking forever,pending_cash_withdrawal;
What does it mean when a cash withdrawal is pending?,pending_cash_withdrawal;
how long will my cash withdrawal be pending for?,pending_cash_withdrawal;
Why is my withdrawl to cash still pending?,pending_cash_withdrawal;
Why is the pending status on my cash withdrawal taking so long?,pending_cash_withdrawal;
There is a pending transaction on my account for when I tried to get money from the ATM earlier and it did not work. Can you fix this?,pending_cash_withdrawal;
The cash I got at the ATM is still in my account.,pending_cash_withdrawal;
How long will it take for my cash withdrawal to stop pending,pending_cash_withdrawal;
Im concerned because my cash withdrawal is pending.,pending_cash_withdrawal;
What is the reason my cash withdrawal is still pending?,pending_cash_withdrawal;
How long will it take for my cash withdrawal to no longer show as pending?,pending_cash_withdrawal;
How long until I see a cash withdrawal?,pending_cash_withdrawal;
my cash out is still pending,pending_cash_withdrawal;
Why does it still charge me even though I was unable to withdraw money from the ATM?,pending_cash_withdrawal;
What does it mean if my cash withdrawal is pending?,pending_cash_withdrawal;
Why is a transaction still pending?,pending_cash_withdrawal;
I am not seeing recent cash withdrawal on my account.,pending_cash_withdrawal;
What does a pending cash withdrawal mean?,pending_cash_withdrawal;
I tried to get some with-drawls but the machine didnt work. The transaction still seems in progress.Seems like  something is wrong\,I dont want to be charged for Transaction i did not make.,pending_cash_withdrawal;
How long will a cash withdrawal be pending?,pending_cash_withdrawal;
If I have already completed a cash withdrawal at an ATM\, is it normal for it to show as a pending transaction on the app?,pending_cash_withdrawal;
Why does a cash withdrawal show as pending?,pending_cash_withdrawal;
Why would a cash withdrawal still be pending?,pending_cash_withdrawal;
Explain pending transactions.,pending_cash_withdrawal;
How is my ATM deposit not available yet?,pending_cash_withdrawal;
My cash withdrawal is showing as pending\, why?,pending_cash_withdrawal;
I withdrew some cash\, when is it going to show?,pending_cash_withdrawal;
Can you let me know why my cash withdrawal is still pending?,pending_cash_withdrawal;
I made a cash withdrawal and it is still listed as a pending transaction.,pending_cash_withdrawal;
my cash withdrawal is pending\, why?,pending_cash_withdrawal;
Hae there\, I have a transaction that is in progress despite the fact that the ATM was not working\, what do I do to avoid being charged?,pending_cash_withdrawal;
Ive been waiting for 3 days\, why is my withdrawal still pending?,pending_cash_withdrawal;
I removed cash from an ATM earlier but it shows up as pending in the app. How can this still be pending\, I already received the cash?,pending_cash_withdrawal;
How long will my ATM withdrawal be pending?,pending_cash_withdrawal;
Is there any reason my cash withdrawal still shows as pending?,pending_cash_withdrawal;
Its been several days and my cash withdrawal is still pending. Why?,pending_cash_withdrawal;
My account says a withdrawal is pending - why cant I take cash out of the ATM?,pending_cash_withdrawal;
I tried to take out some money from an ATM earlier today and it was declined. Looking on my screen now\, I still see that its pending for that amount. I didnt actually get that money\, so I dont want it processed on my account.,pending_cash_withdrawal;
My cash withdrawal says pending\, why?,pending_cash_withdrawal;
Why is my cash still pending that I put in ATM?,pending_cash_withdrawal;
In my account I noticed my ATM withdrawal is still pending,pending_cash_withdrawal;
Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash.,pending_cash_withdrawal;
My withdrawal is pending\, why?,pending_cash_withdrawal;
Why does my account show as pending a cash withdrawal from the ATM that I have already made?,pending_cash_withdrawal;
I have a cash withdrawal that says its pending\, why?,pending_cash_withdrawal;
I took out money from the ATM and its still showing as pending?,pending_cash_withdrawal;
Why would a cash withdrawal be pending?,pending_cash_withdrawal;
Why is the cash transaction still showing as not completed?,pending_cash_withdrawal;
Why is my withdrawal from the ATM still showing as pending?,pending_cash_withdrawal;
The cash I deposited using the ATM is still pending,pending_cash_withdrawal;
I tried to withdraw money\, but was unable to. Still says that the transaction is pending? Will this money disappear??,pending_cash_withdrawal;
There is a withdrawal waiting.,pending_cash_withdrawal;
Can you please tell me why my cash withdrawal is still pending?,pending_cash_withdrawal;
My atm withdraw is stillpending,pending_cash_withdrawal;
I Withdrew cash from an ATM earlier but it shows up as pending in the app. How can this still be pending\, I received the cash already?,pending_cash_withdrawal;
Hello\, I tried to take some cash out of the ATM but I looked at my statement and it still shows that its pending. Is the machine broken? Will I receive my money back or will I be charged for this?,pending_cash_withdrawal;
I made a cash withdraw and it shows up as pending why is that?,pending_cash_withdrawal;
My last ATM request did not go through due to a declined card. Please cancel the request on my account.,pending_cash_withdrawal;
What should I do if I see a withdrawal is pending?,pending_cash_withdrawal;
My balance is not what I thought it was following an ATM withdrawal,pending_cash_withdrawal;
I tempted to get some money out of the machine earlier and it did not work.Looking now\, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know whats going on. I definitely do not want to be charged for money I never received.,pending_cash_withdrawal;
Hello\, I tried to take out some money out of the ATM\, but its still showing that its pending? I really dont want to be charged for this.,pending_cash_withdrawal;
how long until a cash withdrawal will show on my account,pending_cash_withdrawal;
When will the cash that I put in the ATM be cleared from pending status?,pending_cash_withdrawal;
My card was declined and I did not receive money from the ATM earlier\, yet it show on my account that it is pending.,pending_cash_withdrawal;
I pulled cash from the ATM earlier. Why is it still pending if I already have the cash?,pending_cash_withdrawal;
my cash withdrawal has not come out of my account yet.,pending_cash_withdrawal;
I needed cash today\, so I used another providers ATM\, and when I attempted to withdraw\, it declined. I just checked it out and Im still showing my account with that amount pending! I didnt take any money out\, it was declined\, so I dont want that to be processed as a withdrawal.,pending_cash_withdrawal;
Why has my deposit in the ATM not cleared yet?,pending_cash_withdrawal;
why isnt my cash withdrawal showing,pending_cash_withdrawal;
How many different currencies can I hold money in?,fiat_currency_support;
Do you allow currency exchanges?,fiat_currency_support;
How many currencies can I have money in in my account?,fiat_currency_support;
Is the EUR accepted for exchanges?,fiat_currency_support;
Is it okay to hold money in multiple currencies?,fiat_currency_support;
Can I have money in more than one currency in my account?,fiat_currency_support;
What currencies can I have?,fiat_currency_support;
What currencies can my account be in?,fiat_currency_support;
How many currencies can I have?,fiat_currency_support;
Are EUR exchanges allowed?,fiat_currency_support;
I want to have multiple currencies in my account if possible.,fiat_currency_support;
Do you convert to Euro?,fiat_currency_support;
What fiat currencies can I use for holding and exchanging?,fiat_currency_support;
Can exchanged be made to EUR?,fiat_currency_support;
I need to know what flat currencies you support for holding and exchange.,fiat_currency_support;
Do you support other currencies?,fiat_currency_support;
Can you convert to EUR?,fiat_currency_support;
What are the fiat currencies used?,fiat_currency_support;
What currencies can I not hold many in\, if so what are they?,fiat_currency_support;
How many different currencies can I have my money in?,fiat_currency_support;
Which fiat currencies are supported by you?,fiat_currency_support;
What currencies do you offer?,fiat_currency_support;
Are there any fiat currencies that you will not work with?,fiat_currency_support;
I wondered if multiple currencies is okay?,fiat_currency_support;
Are all fiat currencies supported?,fiat_currency_support;
Can you tell me the names of the fiat currencies that I can use at your institution?,fiat_currency_support;
Can I change or hold different currency?,fiat_currency_support;
Which flat currencies are supported for holding and exchange?,fiat_currency_support;
What other fiat currencies can I use?,fiat_currency_support;
What fiat currencies do you allow exchange with?,fiat_currency_support;
Are all European currencies available for holding and exchange?,fiat_currency_support;
Can you tell me how many currencies I can hold?,fiat_currency_support;
What types of foreign money can be used with this service.?,fiat_currency_support;
Am I allowed to hold money in multiple currencies?,fiat_currency_support;
What fiat currencies do you support?,fiat_currency_support;
I need to hold money\, what currencies can I use?,fiat_currency_support;
Can you do exchanges of EUR?,fiat_currency_support;
What are all the fiat currencies that are supported for both exchange and holding?,fiat_currency_support;
What currencies can I hold?,fiat_currency_support;
what currencies do you accept?,fiat_currency_support;
Are there limitations to what currency I can hold?,fiat_currency_support;
What types of fiduciary currencies are supported for tenure and exchange?,fiat_currency_support;
Can I hold more than one currency?,fiat_currency_support;
What fiat currencies are used with holdings and exchanges?,fiat_currency_support;
Is it possible to hold money in multiple currencies?,fiat_currency_support;
Can I have multiple currencies in my account?,fiat_currency_support;
I need to know which fiat currencies I can use with you.,fiat_currency_support;
How can I solve my issue with holding multiple currencies?,fiat_currency_support;
What currencies do you support?,fiat_currency_support;
Do you support fiat currencies?,fiat_currency_support;
Can my account have different types of currency in it.,fiat_currency_support;
What kind of money can I hold?,fiat_currency_support;
Will you be able to exchange to EUR?,fiat_currency_support;
Is my countrys currency supported by your system?,fiat_currency_support;
What flat currencies do you support for holding and exchange?,fiat_currency_support;
What kind of fiat currencies are supported for holding and exchange?,fiat_currency_support;
Can you make exchanges with the EUR?,fiat_currency_support;
Is EUR one of the currencies you deal with?,fiat_currency_support;
Are EUR exchanges acceptable?,fiat_currency_support;
What currencies can I exchange?,fiat_currency_support;
What fiduciary currencies are supported for tenure and exchange?,fiat_currency_support;
Will you be adding more currencies in the future?,fiat_currency_support;
How can I hold and exchange fiat currencies?,fiat_currency_support;
What currencies are available for my use in holding and exchange?,fiat_currency_support;
I would like for someone to tell me which fiat currencies that your company supports.,fiat_currency_support;
Which currencies are allowed?,fiat_currency_support;
Im interested in using fiat currencies\, which do you support?,fiat_currency_support;
How do I go forth on holding money in multiple currencies?,fiat_currency_support;
Which currencies will you exchange?,fiat_currency_support;
I need a list of currencies you accept for exchange.,fiat_currency_support;
What type of fiat currencies do you support?,fiat_currency_support;
What currencies are supported?,fiat_currency_support;
Please tell me which fiat currencies you support.,fiat_currency_support;
Do you offer services that hold money in different types of currency?,fiat_currency_support;
What currency is supported for exchanges and holding?,fiat_currency_support;
What fiat money can I used in the exchange and holding?,fiat_currency_support;
What fiat currencies are used for exchange?,fiat_currency_support;
Do you provide currency exchange to Euros?,fiat_currency_support;
What countrys money can I hold currency in?,fiat_currency_support;
What other currencies can I hang onto?,fiat_currency_support;
Im interested in holding and exchange for flat currencies\, what do you support?,fiat_currency_support;
Do you have a problem with EUR exchanges?,fiat_currency_support;
Can I exchange currency to Europe?,fiat_currency_support;
What are eligible holding and exchange currencies?,fiat_currency_support;
In the exchange and holding\, what fiat is allowed?,fiat_currency_support;
How can I exchange to EUR?,fiat_currency_support;
Do you allow exchanges of EUR?,fiat_currency_support;
Are you able to make exchanges to EUR?,fiat_currency_support;
Does my account have the option to hold multiple currencies?,fiat_currency_support;
Which fiat currencies can I use through this app?,fiat_currency_support;
Do you hold money and if so\, what currencies do you accept?,fiat_currency_support;
Please tell me the types of currency I can hold.,fiat_currency_support;
can I have multiple currencies?,fiat_currency_support;
Will you work with any fiat currencies?,fiat_currency_support;
Which flat currencies can I use from you?,fiat_currency_support;
What fiat currencies are used for holdings?,fiat_currency_support;
Which fiat currencies do you currently support? Will this change in this future?,fiat_currency_support;
Can you make exchanges using the EUR?,fiat_currency_support;
Is it possible to hold money in different currencies?,fiat_currency_support;
Tell me the currencies that you support.,fiat_currency_support;
are multiple currencies acceptable?,fiat_currency_support;
Do you deal with EUR?,fiat_currency_support;
I heard that you support more than one type of fiat currency\, would you tell me which ones please?,fiat_currency_support;
Which fiat currencies are supported for holding and exchanging?,fiat_currency_support;
What fiat currencies are supported?,fiat_currency_support;
What are my options for holding money in multiple currencies?,fiat_currency_support;
What flat currencies do you use for holding and exchanges.,fiat_currency_support;
I want to hold and exchange fiat currencies\, what can I use to do so?,fiat_currency_support;
Do you have EUR currency available for me?,fiat_currency_support;
If I was travelling abroad\, would I be able to hold currencies in euros?,fiat_currency_support;
Which fiat currencies are compatible for exchange and holding?,fiat_currency_support;
Is my fiat currency supported for both hold and exchange?,fiat_currency_support;
I need to know which flat currencies are supported by you.,fiat_currency_support;
Please list what fiat currencies are supported for both holding and exchanging.,fiat_currency_support;
Do you have support for flat currencies?,fiat_currency_support;
I would like to know which fiat currencies are recognized by your organization.,fiat_currency_support;
Can you change my currency to EUR?,fiat_currency_support;
Are you okay with exchanges to EUR?,fiat_currency_support;
Can I exchange my money for EUR?,fiat_currency_support;
Can I have money of different country of origin.,fiat_currency_support;
What are the currency types that I can keep money in.,fiat_currency_support;
I need assistance with understanding which fiat currencies that you support.,fiat_currency_support;
Could you tell me the fiat currencies that you work with?,fiat_currency_support;
Which fiat currencies are supported?,fiat_currency_support;
Which flat currencies do you support for holding and exchange?,fiat_currency_support;
Can you tell me if I can hold money in several currencies?,fiat_currency_support;
Can it specifically be delivered on a certain date?,card_delivery_estimate;
I need to get my card quickly,card_delivery_estimate;
When can I expect my card? I live in the US.,card_delivery_estimate;
Help! When will the card arrive at my home?,card_delivery_estimate;
Can I get my card fast tracked?,card_delivery_estimate;
How long is the wait for my card?,card_delivery_estimate;
i need to expedite my card,card_delivery_estimate;
When should I expect to receive my card?,card_delivery_estimate;
How long until my card will get here?,card_delivery_estimate;
How long is the delivery time to the US?,card_delivery_estimate;
Can I have it delivered on a specific date?,card_delivery_estimate;
i am express delivering my card to the us\, how long will that take,card_delivery_estimate;
I need my card soon.,card_delivery_estimate;
Can I choose when my card is delivered?,card_delivery_estimate;
